12445,11,0
12445,10,20405820
12445,A,0.000000
12445,B,0.000000
12445,C,0.00
12445,D,0.00
12445,F,0
12445,10C,832
12445,111,13
12445,104,17
12445,20,99,-7,3
12445,21,11159,11544,11525
12445,24,1262
12662,10D,0
12662,10C,830
12662,111,13
12875,11,0
12875,10,20405860
12875,A,0.000000
12875,B,0.000000
12875,C,0.00
12875,D,0.00
12875,F,0
12875,104,17
12875,10E,2
12875,20,99,-7,2
12875,21,11151,11540,11524
12875,24,1260
13022,10D,0
13022,10C,830
13022,111,13
13022,104,17
13294,11,0
13294,10,20405900
13294,A,0.000000
13294,B,0.000000
13294,C,0.00
13294,D,0.00
13294,F,0
13294,10E,2
13294,20,99,-7,2
13294,21,11141,11540,11532
13294,24,1259
13377,10D,0
13456,11,150924
13456,10,20405920
13456,A,0.000000
13456,B,0.000000
13456,C,0.00
13456,D,0.00
13456,F,0
13456,10C,821
13456,111,13
13456,104,17
13665,11,150924
13665,10,20405940
13665,A,0.000000
13665,B,0.000000
13665,C,0.00
13665,D,0.00
13665,F,0
13665,105,86
13665,20,100,-7,2
13665,21,11143,11558,11526
13665,24,1260
13743,10D,0
13743,10C,804
13743,111,13
13743,104,17
13743,10E,0
14095,11,150924
14095,10,20405980
14095,A,0.000000
14095,B,0.000000
14095,C,0.00
14095,D,0.00
14095,F,0
14095,20,100,-7,2
14095,21,11152,11560,11522
14095,24,1259
14109,10D,0
14109,10C,810
14109,111,13
14109,104,17
14109,10E,2
14464,11,150924
14464,10,20410020
14464,A,0.000000
14464,B,0.000000
14464,C,0.00
14464,D,0.00
14464,F,0
14464,20,99,-9,2
14464,21,11134,11553,11531
14464,24,1257
14473,10D,0
14473,10C,792
14473,111,13
14473,104,17
14473,10F,56
14473,20,102,0,-4
14473,21,11078,11405,11653
14473,24,1261
14832,10D,0
14906,11,150924
14906,10,20410060
14906,A,0.000000
14906,B,0.000000
14906,C,0.00
14906,D,0.00
14906,F,0
14906,10C,799
14906,111,12
14906,104,17
14906,10E,3
14906,20,100,-7,3
14906,21,11158,11486,11507
14906,24,1259
15192,10D,0
15266,11,150924
15266,10,20410100
15266,A,0.000000
15266,B,0.000000
15266,C,0.00
15266,D,0.00
15266,F,0
15266,10C,777
15266,111,12
15266,104,17
15476,11,150924
15476,10,20410120
15476,A,0.000000
15476,B,0.000000
15476,C,0.00
15476,D,0.00
15476,F,0
15476,10E,1
15476,20,99,-7,3
15476,21,11151,11568,11536
15476,24,1271
15622,10D,0
15696,11,150924
15696,10,20410140
15696,A,0.000000
15696,B,0.000000
15696,C,0.00
15696,D,0.00
15696,F,0
15696,10C,765
15696,111,12
15696,104,17
15696,20,99,-6,3
15696,21,11150,11579,11542
15696,24,1330
15912,10D,0
15912,10C,764
16054,11,150924
16054,10,20410180
16054,A,0.000000
16054,B,0.000000
16054,C,0.00
16054,D,0.00
16054,F,0
16054,111,12
16054,104,17
16054,10E,0
16054,20,99,-7,1
16054,21,11138,11529,11536
16054,24,1329
16272,10D,0
16272,10C,769
16272,111,13
16485,11,150924
16485,10,20410220
16485,A,0.000000
16485,B,0.000000
16485,C,0.00
16485,D,0.00
16485,F,0
16485,104,18
16485,10E,-3
16485,20,98,-8,3
16485,21,11145,11556,11553
16485,24,1329
16631,10D,0
16631,10C,761
16631,111,13
16844,11,150924
16844,10,20410260
16844,A,0.000000
16844,B,0.000000
16844,C,0.00
16844,D,0.00
16844,F,0
16844,104,19
16844,105,86
16844,20,99,-7,3
16844,21,11145,11579,11534
16844,24,1333
16992,10D,0
16992,10C,748
16992,111,12
16992,104,19
17274,11,150924
17274,10,20410300
17274,A,0.000000
17274,B,0.000000
17274,C,0.00
17274,D,0.00
17274,F,0
17274,10E,-2
17274,20,99,-7,3
17274,21,11144,11572,11528
17274,24,1332
17352,10D,0
17352,10C,739
17494,11,150924
17494,10,20410320
17494,A,0.000000
17494,B,0.000000
17494,C,0.00
17494,D,0.00
17494,F,0
17494,111,12
17494,104,19
17494,10E,-1
17705,11,150924
17705,10,20410340
17705,A,0.000000
17705,B,0.000000
17705,C,0.00
17705,D,0.00
17705,F,0
17705,20,99,-7,2
17705,21,11144,11541,11537
17705,24,1329
17713,10D,0
17713,10C,730
17713,111,13
17713,104,19
17713,10F,56
18065,11,150924
18065,10,20410380
18065,A,0.000000
18065,B,0.000000
18065,C,0.00
18065,D,0.00
18065,F,0
18065,20,98,-7,4
18065,21,11149,11560,11530
18065,24,1329
18073,10D,0
18073,10C,726
18073,111,13
18073,104,19
18073,10E,-3
18073,20,100,-7,2
18073,21,11151,11561,11541
18073,24,1331
18432,10D,0
18505,11,150924
18505,10,20410420
18505,A,0.000000
18505,B,0.000000
18505,C,0.00
18505,D,0.00
18505,F,0
18505,10C,729
18505,111,12
18505,104,19
18505,10E,-7
18505,20,99,-7,2
18505,21,11151,11550,11529
18505,24,1329
18792,10D,0
18865,11,150924
18865,10,20410460
18865,A,0.000000
18865,B,0.000000
18865,C,0.00
18865,D,0.00
18865,F,0
18865,10C,713
18865,111,12
18865,104,24
18865,20,99,-8,2
18865,21,11143,11524,11537
18865,24,1330
19082,10D,0
19082,10C,704
19082,111,14
19295,11,150924
19295,10,20410500
19295,A,0.000000
19295,B,0.000000
19295,C,0.00
19295,D,0.00
19295,F,0
19295,104,26
19295,10E,-18
19295,20,100,-7,1
19295,21,11150,11525,11524
19295,24,1325
19451,11,150924
19451,10,20410520
19451,A,0.000000
19451,B,0.000000
19451,C,0.00
19451,D,0.00
19451,F,0
19443,10D,0
19443,10C,700
19443,111,14
19656,11,150924
19656,10,20410540
19656,A,0.000000
19656,B,0.000000
19656,C,0.00
19656,D,0.00
19656,F,0
19656,104,26
19656,10E,-16
19656,20,99,-7,2
19656,21,11135,11535,11539
19656,24,1327
19803,10D,0
19803,10C,669
19803,111,14
19803,104,27
20086,11,150924
20086,10,20410580
20086,A,0.000000
20086,B,0.000000
20086,C,0.00
20086,D,0.00
20086,F,0
20086,105,86
20086,20,99,-8,4
20086,21,11165,11528,11544
20086,24,1335
20163,10D,0
20163,10C,677
20163,111,14
20163,104,30
20163,10E,-18
20514,11,150924
20514,10,20410620
20514,A,0.000000
20514,B,0.000000
20514,C,0.00
20514,D,0.00
20514,F,0
20514,20,99,-8,3
20514,21,11154,11568,11553
20514,24,1338
20523,10D,0
20523,10C,682
20523,111,14
20523,104,29
20523,10E,-15
20876,11,150924
20876,10,20410660
20876,A,0.000000
20876,B,0.000000
20876,C,0.00
20876,D,0.00
20876,F,0
20876,20,100,-6,4
20876,21,11135,11585,11508
20876,24,1332
20884,10D,0
20884,10C,681
20884,111,13
20884,104,28
20884,10F,56
20884,20,100,-7,1
20884,21,11153,11503,11450
20884,24,1328
21242,10D,0
21316,11,150924
21316,10,20410700
21316,A,0.000000
21316,B,0.000000
21316,C,0.00
21316,D,0.00
21316,F,0
21316,10C,683
21316,111,13
21456,11,150924
21456,10,20410720
21456,A,0.000000
21456,B,0.000000
21456,C,0.00
21456,D,0.00
21456,F,0
21456,104,25
21456,10E,-10
21456,20,101,-8,1
21456,21,11152,11534,11522
21456,24,1332
21602,10D,0
21676,11,150924
21676,10,20410740
21676,A,0.000000
21676,B,0.000000
21676,C,0.00
21676,D,0.00
21676,F,0
21676,10C,682
21676,111,13
21676,104,23
21676,10E,-5
21676,20,100,-6,3
21676,21,11151,11560,11528
21676,24,1329
22037,10D,0
22116,11,150924
22116,10,20410780
22116,A,0.000000
22116,B,0.000000
22116,C,0.00
22116,D,0.00
22116,F,0
22116,10C,674
22116,111,13
22116,104,23
22116,20,99,-6,3
22116,21,11149,11570,11533
22116,24,1331
22332,10D,0
22332,10C,672
22474,11,150924
22474,10,20410820
22474,A,0.000000
22474,B,0.000000
22474,C,0.00
22474,D,0.00
22474,F,0
22474,111,13
22474,104,23
22474,10E,-4
22474,20,99,-7,7
22474,21,11175,11646,11529
22474,24,1331
22691,10D,0
22691,10C,696
22691,111,13
22906,11,150924
22906,10,20410860
22906,A,0.000000
22906,B,0.000000
22906,C,0.00
22906,D,0.00
22906,F,0
22906,104,23
22906,10E,-6
22906,20,99,-8,3
22906,21,11139,11551,11543
22906,24,1328
23052,10D,0
23052,10C,723
23052,111,13
23266,11,150924
23266,10,20410900
23266,A,0.000000
23266,B,0.000000
23266,C,0.00
23266,D,0.00
23266,F,0
23266,104,22
23266,105,87
23266,20,98,-6,4
23266,21,11160,11568,11531
23266,24,1328
23412,10D,0
23486,11,150924
23486,10,20410920
23486,A,0.000000
23486,B,0.000000
23486,C,0.00
23486,D,0.00
23486,F,0
23486,10C,707
23486,111,13
23486,104,22
23695,11,150924
23695,10,20410940
23695,A,0.000000
23695,B,0.000000
23695,C,0.00
23695,D,0.00
23695,F,0
23695,10E,-3
23695,20,99,-7,3
23695,21,11157,11559,11534
23695,24,1329
23773,10D,0
23773,10C,697
23773,111,13
23773,104,22
23773,10E,-6
24125,11,150924
24125,10,20410980
24125,A,0.000000
24125,B,0.000000
24125,C,0.00
24125,D,0.00
24125,F,0
24125,20,99,-7,2
24125,21,11151,11556,11533
24125,24,1331
24134,10D,0
24134,10C,702
24134,111,13
24134,104,22
24134,10F,56
24486,11,150924
24486,10,20411020
24486,A,0.000000
24486,B,0.000000
24486,C,0.00
24486,D,0.00
24486,F,0
24486,20,99,-6,3
24486,21,11138,11562,11549
24486,24,1334
24495,10D,0
24495,10C,709
24495,111,13
24495,104,21
24495,10E,-5
24495,20,99,-5,2
24495,21,11144,11506,11535
24495,24,1332
24860,11,150924
24860,10,20411060
24860,A,0.000000
24860,B,0.000000
24860,C,0.00
24860,D,0.00
24860,F,0
24852,10D,0
24852,10C,709
24852,111,13
24852,104,21
24852,10E,-5
24852,20,100,-6,2
24852,21,11168,11543,11540
24852,24,1330
25213,10D,0
25286,11,150924
25286,10,20411100
25286,A,0.000000
25286,B,0.000000
25286,C,0.00
25286,D,0.00
25286,F,0
25286,10C,690
25286,111,13
25286,104,21
25496,11,150924
25496,10,20411120
25496,A,0.000000
25496,B,0.000000
25496,C,0.00
25496,D,0.00
25496,F,0
25496,20,99,-7,3
25496,21,11156,11555,11528
25496,24,1333
25504,10D,0
25504,10C,700
25504,111,13
25715,11,150924
25715,10,20411140
25715,A,0.000000
25715,B,0.000000
25715,C,0.00
25715,D,0.00
25715,F,0
25715,104,21
25715,10E,-3
25715,20,99,-7,2
25715,21,11163,11569,11529
25715,24,1336
25862,10D,0
25862,10C,702
25862,111,13
26075,11,150924
26075,10,20411180
26075,A,0.000000
26075,B,0.000000
26075,C,0.00
26075,D,0.00
26075,F,0
26075,104,21
26075,10E,-5
26075,20,99,-6,3
26075,21,11156,11549,11536
26075,24,1331
26223,10D,0
26223,10C,702
26223,111,12
26223,104,21
26504,11,150924
26504,10,20411220
26504,A,0.000000
26504,B,0.000000
26504,C,0.00
26504,D,0.00
26504,F,0
26504,105,87
26504,20,99,-7,2
26504,21,11151,11563,11527
26504,24,1331
26583,10D,0
26583,10C,705
26583,111,12
26583,104,22
26865,11,150924
26865,10,20411260
26865,A,0.000000
26865,B,0.000000
26865,C,0.00
26865,D,0.00
26865,F,0
26865,10E,-8
26865,20,99,-7,-2
26865,21,11166,11524,11537
26865,24,1336
26944,10D,0
26944,10C,687
26944,111,14
26944,104,27
26944,10E,-12
27296,11,150924
27296,10,20411300
27296,A,0.000000
27296,B,0.000000
27296,C,0.00
27296,D,0.00
27296,F,0
27296,20,100,-7,-4
27296,21,11145,11506,11533
27296,24,1339
27305,10D,0
27305,10C,698
27305,111,14
27515,11,150924
27515,10,20411320
27515,A,0.000000
27515,B,0.000000
27515,C,0.00
27515,D,0.00
27515,F,0
27515,104,30
27515,10F,56
27515,20,99,-6,0
27515,21,11165,11546,11447
27515,24,1336
27671,11,150924
27671,10,20411340
27671,A,0.000000
27671,B,0.000000
27671,C,0.00
27671,D,0.00
27671,F,0
27663,10D,1
27663,10C,713
27663,111,14
27663,104,31
27663,10E,-16
27663,20,98,-7,2
27663,21,11164,11537,11532
27663,24,1332
28111,11,150924
28111,10,20411380
28111,A,0.000000
28111,B,0.000000
28111,C,0.00
28111,D,0.00
28111,F,0
28103,10D,1
28103,10C,712
28103,111,14
28103,104,31
28103,10E,9
28103,20,100,-5,-1
28103,21,11138,11499,11508
28103,24,1339
28471,11,150924
28471,10,20411420
28471,A,0.000000
28471,B,0.000000
28471,C,0.00
28471,D,0.00
28471,F,0
28463,10D,1
28463,10C,909
28463,111,16
28463,104,32
28463,20,98,-6,-4
28463,21,11160,11502,11517
28463,24,1338
28752,10D,2
28752,10C,1025
28895,11,150924
28895,10,20411460
28895,A,0.000000
28895,B,0.000000
28895,C,0.00
28895,D,0.00
28895,F,0
28895,111,15
28895,104,28
28895,10E,17
28895,20,98,-6,-4
28895,21,11157,11535,11533
28895,24,1336
29112,10D,3
29112,10C,973
29112,111,15
29325,11,150924
29325,10,20411500
29325,A,0.000000
29325,B,0.000000
29325,C,0.00
29325,D,0.00
29325,F,0
29325,104,32
29325,10E,13
29465,11,150924
29465,10,20411520
29465,A,0.000000
29465,B,0.000000
29465,C,0.00
29465,D,0.00
29465,F,0
29465,20,98,-6,-7
29465,21,11132,11580,11491
29465,24,1337
29473,10D,4
29473,10C,1164
29473,111,18
29686,11,150924
29686,10,20411540
29686,A,0.000000
29686,B,0.000000
29686,C,0.00
29686,D,0.00
29686,F,0
29686,104,27
29686,105,87
29686,20,97,-5,-15
29686,21,11183,11420,11482
29686,24,1333
29833,10D,5
29833,10C,1244
29833,111,17
29833,104,24
30115,11,150924
30115,10,20411580
30115,A,0.000000
30115,B,0.000000
30115,C,0.00
30115,D,0.00
30115,F,0
30115,10E,19
30115,20,96,-3,0
30115,21,11251,11814,11828
30115,24,1332
30191,10D,6
30191,10C,1219
30191,111,17
30191,104,23
30475,11,150924
30475,10,20411620
30475,A,0.000000
30475,B,0.000000
30475,C,0.00
30475,D,0.00
30475,F,0
30475,10E,19
30475,20,101,-12,-6
30475,21,11193,11304,10925
30475,24,1338
30554,10D,7
30554,10C,1258
30554,111,18
30554,104,22
30554,10F,56
30905,11,150924
30905,10,20411660
30905,A,0.000000
30905,B,0.000000
30905,C,0.00
30905,D,0.00
30905,F,0
30905,20,109,-6,-5
30905,21,11179,11672,11968
30905,24,1335
30914,10D,8
30914,10C,1322
30914,111,18
30914,104,21
30914,10E,21
31266,11,150924
31266,10,20411700
31266,A,0.000000
31266,B,0.000000
31266,C,0.00
31266,D,0.00
31266,F,0
31266,20,94,-9,-5
31266,21,10931,11268,11164
31266,24,1335
31274,10D,9
31274,10C,1361
31274,111,18
31487,11,150924
31487,10,20411720
31487,A,0.000000
31487,B,0.000000
31487,C,0.00
31487,D,0.00
31487,F,0
31487,104,20
31487,10E,23
31487,20,109,-16,-2
31487,21,11220,11754,11220
31487,24,1342
31633,10D,9
31707,11,150924
31707,10,20411740
31707,A,0.000000
31707,B,0.000000
31707,C,0.00
31707,D,0.00
31707,F,0
31707,10C,1396
31707,111,18
31707,104,20
31707,20,94,0,-1
31707,21,10950,11482,11891
31707,24,1338
31923,10D,10
31923,10C,1450
32065,11,150924
32065,10,20411780
32065,A,0.000000
32065,B,0.000000
32065,C,0.00
32065,D,0.00
32065,F,0
32065,111,19
32065,104,20
32065,10E,24
32065,20,99,-7,-2
32065,21,11016,11545,11052
32065,24,1341
32283,10D,10
32283,10C,1488
32283,111,19
32495,11,150924
32495,10,20411820
32495,A,0.000000
32495,B,0.000000
32495,C,0.00
32495,D,0.00
32495,F,0
32495,104,19
32495,10E,24
32495,20,103,-10,-7
32495,21,11029,11544,11508
32495,24,1339
32642,10D,11
32642,10C,1562
32642,111,19
32642,104,19
32925,11,150924
32925,10,20411860
32925,A,0.000000
32925,B,0.000000
32925,C,0.00
32925,D,0.00
32925,F,0
32925,105,88
32925,20,99,-8,-2
32925,21,10906,11510,11630
32925,24,1338
33003,10D,11
33003,10C,1639
33003,111,20
33003,104,20
33285,11,150924
33285,10,20411900
33285,A,0.000000
33285,B,0.000000
33285,C,0.00
33285,D,0.00
33285,F,0
33285,10E,24
33285,20,101,-9,-2
33285,21,11000,11505,11483
33285,24,1339
33363,10D,12
33363,10C,1701
33505,11,150924
33505,10,20411920
33505,A,0.000000
33505,B,0.000000
33505,C,0.00
33505,D,0.00
33505,F,0
33505,111,20
33505,104,20
33505,10E,24
33717,11,150924
33717,10,20411940
33717,A,0.000000
33717,B,0.000000
33717,C,0.00
33717,D,0.00
33717,F,0
33717,20,103,-7,-2
33717,21,10901,11533,11492
33717,24,1342
33725,10D,13
33725,10C,1761
33725,111,20
33725,104,20
33725,10F,55
34076,11,150924
34076,10,20411980
34076,A,0.000000
34076,B,0.000000
34076,C,0.00
34076,D,0.00
34076,F,0
34076,20,103,-3,-7
34076,21,10873,11454,11570
34076,24,1338
34164,10D,13
34164,10C,1815
34164,111,20
34164,104,20
34164,10E,24
34517,11,150924
34517,10,20412020
34517,A,0.000000
34517,B,0.000000
34517,C,0.00
34517,D,0.00
34517,F,0
34517,20,99,-3,2
34517,21,10945,11526,11495
34517,24,1340
34526,10D,13
34526,10C,1840
34526,111,20
34526,104,20
34526,10E,24
34877,11,150924
34877,10,20412060
34877,A,0.000000
34877,B,0.000000
34877,C,0.00
34877,D,0.00
34877,F,0
34877,20,97,-4,-10
34877,21,11035,11508,11537
34877,24,1338
34886,10D,13
34886,10C,1858
34886,111,20
34886,104,18
34886,20,98,0,-17
34886,21,11083,11468,11314
34886,24,1339
35173,10D,13
35173,10C,1797
35317,11,150924
35317,10,20412100
35317,A,0.000000
35317,B,0.000000
35317,C,0.00
35317,D,0.00
35317,F,0
35317,111,16
35317,104,15
35317,10E,2
35526,11,150924
35526,10,20412120
35526,A,0.000000
35526,B,0.000000
35526,C,0.00
35526,D,0.00
35526,F,0
35526,20,99,-3,3
35526,21,11130,11530,11444
35526,24,1341
35534,10D,13
35534,10C,1664
35676,11,150924
35676,10,20412140
35676,A,0.000000
35676,B,0.000000
35676,C,0.00
35676,D,0.00
35676,F,0
35676,111,14
35676,104,9
35676,10E,7
35676,20,100,-4,-2
35676,21,11157,11280,11263
35676,24,1340
35892,10D,12
35892,10C,1518
35892,111,14
36105,11,150924
36105,10,20412180
36105,A,0.000000
36105,B,0.000000
36105,C,0.00
36105,D,0.00
36105,F,0
36105,104,9
36105,105,88
36105,20,102,-3,1
36105,21,11154,11451,11534
36105,24,1335
36252,10D,11
36252,10C,1278
36252,111,14
36464,11,150924
36464,10,20412220
36464,A,0.000000
36464,B,0.000000
36464,C,0.00
36464,D,0.00
36464,F,0
36464,104,11
36464,10E,-12
36464,20,97,0,7
36464,21,11202,11608,11457
36464,24,1336
36613,10D,9
36613,10C,1098
36613,111,13
36613,104,15
36887,11,150924
36887,10,20412260
36887,A,0.000000
36887,B,0.000000
36887,C,0.00
36887,D,0.00
36887,F,0
36887,10E,-6
36887,20,98,0,1
36887,21,11187,11432,11437
36887,24,1338
36964,10D,8
36964,10C,963
36964,111,13
36964,104,17
36964,10F,54
37316,11,150924
37316,10,20412300
37316,A,0.000000
37316,B,0.000000
37316,C,0.00
37316,D,0.00
37316,F,0
37316,20,97,3,-2
37316,21,11248,11501,11514
37316,24,1338
37324,10D,6
37324,10C,960
37467,11,150924
37467,10,20412320
37467,A,0.000000
37467,B,0.000000
37467,C,0.00
37467,D,0.00
37467,F,0
37467,111,16
37467,104,24
37467,10E,20
37676,11,150924
37676,10,20412340
37676,A,0.000000
37676,B,0.000000
37676,C,0.00
37676,D,0.00
37676,F,0
37676,20,98,-2,-1
37676,21,11283,11537,11493
37676,24,1339
37684,10D,5
37684,10C,973
37684,111,15
37684,104,26
37684,10E,16
37684,20,100,0,-3
37684,21,11257,11514,11562
37684,24,1339
38044,10D,5
38117,11,150924
38117,10,20412380
38117,A,0.000000
38117,B,0.000000
38117,C,0.00
38117,D,0.00
38117,F,0
38117,10C,964
38117,111,15
38117,104,26
38117,20,100,-1,-5
38117,21,11225,11576,11492
38117,24,1342
38334,10D,4
38334,10C,953
38334,111,15
38546,11,150924
38546,10,20412420
38546,A,0.000000
38546,B,0.000000
38546,C,0.00
38546,D,0.00
38546,F,4
38546,104,26
38546,10E,15
38546,20,102,0,-5
38546,21,11244,11506,11558
38546,24,1340
38693,10D,4
38693,10C,949
38693,111,15
38906,11,150924
38906,10,20412460
38906,A,0.000000
38906,B,0.000000
38906,C,0.00
38906,D,0.00
38906,F,4
38906,104,27
38906,10E,15
38906,20,100,1,-2
38906,21,11244,11578,11468
38906,24,1342
39053,10D,3
39053,10C,956
39053,111,15
39053,104,27
39336,11,150924
39336,10,20412500
39336,A,0.000000
39336,B,0.000000
39336,C,0.00
39336,D,0.00
39336,F,4
39336,105,89
39336,20,97,0,-5
39336,21,11205,11538,11528
39336,24,1337
39413,10D,3
39486,11,150924
39486,10,20412520
39486,A,0.000000
39486,B,0.000000
39486,C,0.00
39486,D,0.00
39486,F,4
39486,10C,961
39486,111,15
39486,104,27
39696,11,150924
39696,10,20412540
39696,A,0.000000
39696,B,0.000000
39696,C,0.00
39696,D,0.00
39696,F,4
39696,10E,15
39696,20,98,1,-3
39696,21,11212,11544,11578
39696,24,1336
39773,10D,2
39773,10C,966
39773,111,15
39773,104,27
40056,11,150924
40056,10,20412580
40056,A,0.000000
40056,B,0.000000
40056,C,0.00
40056,D,0.00
40056,F,4
40056,10E,16
40056,20,99,0,-5
40056,21,11201,11545,11520
40056,24,1336
40133,10D,2
40133,10C,977
40133,111,15
40133,104,27
40133,10F,54
40486,11,150924
40486,10,20412620
40486,A,0.000000
40486,B,0.000000
40486,C,0.00
40486,D,0.00
40486,F,4
40486,20,99,0,-3
40486,21,11190,11574,11494
40486,24,1336
40574,10D,2
40574,10C,991
40574,111,15
40574,104,27
40856,11,150924
40856,10,20412660
40856,A,0.000000
40856,B,0.000000
40856,C,0.00
40856,D,0.00
40856,F,4
40856,10E,16
40856,20,98,0,-6
40856,21,11193,11539,11566
40856,24,1339
40933,10D,1
40933,10C,1005
40933,111,15
40933,104,26
40933,10E,17
41286,11,150924
41286,10,20412700
41286,A,0.000000
41286,B,0.000000
41286,C,0.00
41286,D,0.00
41286,F,4
41286,20,98,-1,-3
41286,21,11196,11588,11551
41286,24,1336
41295,10D,1
41295,10C,1008
41295,111,15
41506,11,150924
41506,10,20412720
41506,A,0.000000
41506,B,0.000000
41506,C,0.00
41506,D,0.00
41506,F,4
41506,104,26
41506,20,99,-2,-7
41506,21,11184,11534,11549
41506,24,1337
41583,10D,1
41656,11,150924
41656,10,20412740
41656,A,0.000000
41656,B,0.000000
41656,C,0.00
41656,D,0.00
41656,F,4
41656,10C,1008
41656,111,15
41656,104,26
41656,10E,17
41656,20,98,0,-3
41656,21,11181,11520,11602
41656,24,1342
41943,10D,1
41943,10C,1015
42086,11,150924
42086,10,20412780
42086,A,0.000000
42086,B,0.000000
42086,C,0.00
42086,D,0.00
42086,F,4
42086,111,15
42086,104,25
42086,10E,17
42086,20,99,0,-5
42086,21,11168,11553,11536
42086,24,1339
42303,10D,1
42303,10C,1027
42303,111,15
42516,11,150924
42516,10,20412820
42516,A,0.000000
42516,B,0.000000
42516,C,0.00
42516,D,0.00
42516,F,4
42516,104,26
42516,105,89
42516,20,99,-3,-8
42516,21,11151,11541,11520
42516,24,1337
42663,10D,1
42663,10C,1085
42663,111,16
42876,11,150924
42876,10,20412860
42876,A,0.000000
42876,B,0.000000
42876,C,0.00
42876,D,0.00
42876,F,4
42876,104,24
42876,10E,18
42876,20,100,0,-9
42876,21,11162,11522,11528
42876,24,1335
43023,10D,1
43023,10C,1103
43023,111,15
43023,104,23
43306,11,150924
43306,10,20412900
43306,A,0.000000
43306,B,0.000000
43306,C,0.00
43306,D,0.00
43306,F,4
43306,10E,18
43306,20,100,-1,-9
43306,21,11169,11559,11550
43306,24,1336
43383,10D,1
43456,11,150924
43456,10,20412920
43456,A,0.000000
43456,B,0.000000
43456,C,0.00
43456,D,0.00
43456,F,4
43456,10C,1067
43456,111,15
43456,104,23
43666,11,150924
43666,10,20412940
43666,A,0.000000
43666,B,0.000000
43666,C,0.00
43666,D,0.00
43666,F,4
43666,10F,54
43666,20,99,-3,-6
43666,21,11152,11562,11552
43666,24,1338
43743,10D,1
43743,10C,1037
43743,111,15
43743,104,24
43743,10E,17
44096,11,150924
44096,10,20412980
44096,A,0.000000
44096,B,0.000000
44096,C,0.00
44096,D,0.00
44096,F,4
44096,20,98,-2,-4
44096,21,11177,11561,11547
44096,24,1339
44105,10D,1
44105,10C,1044
44105,111,15
44105,104,24
44105,10E,17
44456,11,150924
44456,10,20413020
44456,A,0.000000
44456,B,0.000000
44456,C,0.00
44456,D,0.00
44456,F,4
44456,20,99,-2,-7
44456,21,11161,11538,11539
44456,24,1337
44465,10D,0
44465,10C,1053
44465,111,15
44465,104,24
44465,20,100,0,-8
44465,21,11154,11550,11531
44465,24,1340
44753,10D,0
44753,10C,1053
44896,11,150924
44896,10,20413060
44896,A,0.000000
44896,B,0.000000
44896,C,0.00
44896,D,0.00
44896,F,4
44896,111,15
44896,104,24
44896,10E,18
44896,20,97,-1,-9
44896,21,11151,11552,11551
44896,24,1339
45113,10D,0
45113,10C,1053
45113,111,15
45326,11,150924
45326,10,20413100
